Investiga;Id;Moneda;Precio;Unidades vendidas;Venta Diaria Promedio;IdSeller;Nickname;Stock;Exposicion;T. Oficial;Condición;Cuotas;Envío Gratis;Días publicados;Reputación;Ubicación;Envío Flex;Envío Full
Lucky Numbers Juego De Mesa De Estrategia Maldon Numeros ;MLA1116031328;ARS;3550;0;0;26447966;LOADINGHOBBIES;1;Clásica; ;Nuevo;12;No;112;Gold;Capital Federal;Si;No
Juego De Mesa El Melomano Original Maldon 9002;MLA851353139;ARS;4799;5;90;80900941;LAJUGUETERIAVIRTUAL;3;Clásica; ;Nuevo;12;Si;712;Platinum;GBA;Si;No
Juego De Mesa El Cinefilo Maldon Familar Peliculas Preguntas;MLA922233339;ARS;4730;0;0;26447966;LOADINGHOBBIES;1;Clásica; ;Nuevo;12;Si;317;Gold;Capital Federal;Si;No
El Melomano Maldon Juego De Mesa Musica Preguntas Repuestas;MLA1111552500;ARS;5770;0;0;26447966;LOADINGHOBBIES;1;Premium; ;Nuevo;6;Si;149;Gold;Capital Federal;Si;No
El Macanudo Juego De Mesa De Maldon Creatividad De Coleccion;MLA1111565165;ARS;6540;0;0;26447966;LOADINGHOBBIES;1;Premium; ;Nuevo;6;Si;149;Gold;Capital Federal;Si;No
Juego De Mesa La Macarena Maldon Familiar Cartas Estrategia;MLA922718148;ARS;3330;0;0;26447966;LOADINGHOBBIES;1;Clásica; ;Nuevo;12;No;314;Gold;Capital Federal;Si;No
El Cinefilo + El Memorioso Combo 2 Juegos De Mesa De Maldon;MLA1124893606;ARS;8514;0;0;26447966;LOADINGHOBBIES;1;Clásica; ;Nuevo;12;Si;41;Gold;Capital Federal;Si;No
Juego De Mesa El Cinefilo Maldon Familar Peliculas Preguntas;MLA922232641;ARS;5770;0;0;26447966;LOADINGHOBBIES;1;Premium; ;Nuevo;6;Si;317;Gold;Capital Federal;Si;No
El Futbolero Juego De Mesa ¿cuanto Sabes De Futbol? - Maldon;MLA837404652;ARS;4730;0;0;54459737;TOY PIOLA;2;Clásica; ;Nuevo;12;Si;793;Platinum;Interior;No;No
Juego De Mesa La Macarena Maldon Familiar Cartas Estrategia;MLA922717315;ARS;4060;0;0;26447966;LOADINGHOBBIES;1;Premium; ;Nuevo;6;Si;314;Gold;Capital Federal;Si;No
Robots Juegos De Mesa Niños;MLA927739022;ARS;3700;0;0;168087245;IKITOI;4;Clásica; ;Nuevo;12;No;280;Líder;Capital Federal;Si;No
Juego De Mesa Kontour Maldón Party Game Dibujo Habilidad;MLA1122260365;ARS;3550;0;0;26447966;LOADINGHOBBIES;1;Clásica; ;Nuevo;12;No;61;Gold;Capital Federal;Si;No
El Cinefilo + El Memorioso Combo 2 Juegos De Mesa De Maldon;MLA1124930404;ARS;10302;0;0;26447966;LOADINGHOBBIES;1;Premium; ;Nuevo;6;Si;41;Gold;Capital Federal;Si;No
El Futbolero + El Macanudo Combo 2 Juegos De Maldon;MLA1125020856;ARS;9080;0;0;26447966;LOADINGHOBBIES;1;Clásica; ;Nuevo;12;Si;40;Gold;Capital Federal;Si;No
Abecedario Democratico - Manuel Arias Maldonado;MLA1128388151;ARS;2890;0;0;422511237;CESPEDESLIBROSSAS;2;Clásica; ;Nuevo;12;No;18;Gold;Capital Federal;No;No
El Memorioso Maldón Juego Mesa Adultos Cultura General Memo;MLA626436360;ARS;4730;5;50;178146766;ADVENTURAMA;6;Clásica; ;Nuevo;12;Si;2102;Platinum;GBA;Si;No
Juego De Mesa De Música El Melómano Maldón  ;MLA1100643564;ARS;4730;0;0;42977173;RAIMUNDOJUGUETES;1;Clásica; ;Nuevo;12;Si;218;Platinum;GBA;Si;No
Juego De Mesa Kontour Maldón;MLA1122221500;ARS;4296;0;0;26447966;LOADINGHOBBIES;1;Premium; ;Nuevo;6;Si;61;Gold;Capital Federal;Si;No
El Futbolero + El Macanudo Combo 2 Juegos De Maldon;MLA1125053288;ARS;10988;0;0;26447966;LOADINGHOBBIES;1;Premium; ;Nuevo;6;Si;40;Gold;Capital Federal;Si;No
Juego De Mesa El Tiburón De Maldón Para Los Más Chicos;MLA1107761790;ARS;2295;0;0;403650640;JUGUETERIA 2019;1;Clásica; ;Nuevo;12;No;177;5;Interior;No;No
Juego De Mesa Infantiles Niños - El Memorioso;MLA885894756;ARS;5320;0;0;168087245;IKITOI;2;Clásica; ;Nuevo;12;Si;525;Líder;Capital Federal;Si;No
El Erudito - Juego De Mesa Cultura General - Original Maldon;MLA837392518;ARS;5360;50;350;54459737;TOY PIOLA;4;Clásica; ;Nuevo;12;Si;793;Platinum;Interior;No;No
El Melómano + El Cinéfilo - Combo Maldón Juego Música Cine;MLA1125652836;ARS;9425;0;0;403650640;JUGUETERIA 2019;1;Clásica; ;Nuevo;12;Si;35;5;Interior;No;No
Juego De Mesa Infantiles Niños - El Señor Dix;MLA885893552;ARS;1130;0;0;168087245;IKITOI;8;Clásica; ;Nuevo;12;No;525;Líder;Capital Federal;Si;No
El Memorioso + El Cinéfilo + El Melómano Combo Juegos Maldón;MLA1125684524;ARS;14150;0;0;403650640;JUGUETERIA 2019;1;Clásica; ;Nuevo;12;Si;35;5;Interior;No;No
Juego De Mesa Infantiles Niños - El Melómano;MLA885894752;ARS;5320;0;0;168087245;IKITOI;2;Clásica; ;Nuevo;12;Si;525;Líder;Capital Federal;Si;No
Juego De Mesa Infantiles Niños - El Erudito;MLA901535262;ARS;5790;0;0;168087245;IKITOI;2;Clásica; ;Nuevo;12;Si;474;Líder;Capital Federal;Si;No
Combo El Erudito + El Cinéfilo + La Melómano + El Ilustrado;MLA1125652862;ARS;20150;0;0;403650640;JUGUETERIA 2019;1;Clásica; ;Nuevo;12;Si;35;5;Interior;No;No
Maldon Juego De Mesa El Erudito Preguntas Y Respuestas;MLA1106926641;ARS;5892;0;0;11816655;JUGUETESDANILANDIA;1;Clásica; ;Nuevo;12;Si;182;Platinum;Capital Federal;Si;No
Combo Maldón El Erudito + El Melómano + El Cinéfilo Juegos;MLA1125617999;ARS;14790;0;0;403650640;JUGUETERIA 2019;1;Clásica; ;Nuevo;12;Si;35;5;Interior;No;No
Combo Maldón 4 Juegos Memorioso+cinéfilo+melómano+ Macanudo;MLA1125652893;ARS;19490;0;0;403650640;JUGUETERIA 2019;1;Clásica; ;Nuevo;12;Si;35;5;Interior;No;No
Combo Maldón El Ilustrado + El Memorioso Cultura General;MLA1125646517;ARS;10050;0;0;403650640;JUGUETERIA 2019;1;Clásica; ;Nuevo;12;Si;35;5;Interior;No;No
El Melomano Juego De Mesa De Música La Plata Antonio Hobby;MLA612316230;ARS;4690;3;0;50328046;ANTONIOHOBBY;1;Clásica; ;Nuevo;12;Si;2210;Platinum;Interior;No;No
Tiburón Juegos De Mesa Niños;MLA927739020;ARS;3050;0;0;168087245;IKITOI;7;Clásica; ;Nuevo;12;No;280;Líder;Capital Federal;Si;No
El Switcher Juegos De Mesa Maldon;MLA927736682;ARS;3950;0;0;168087245;IKITOI;2;Clásica; ;Nuevo;12;No;280;Líder;Capital Federal;Si;No
Atenea Juegos De Mesa - Maldon;MLA927738461;ARS;5350;0;0;168087245;IKITOI;3;Clásica; ;Nuevo;12;Si;280;Líder;Capital Federal;Si;No
Va Y Viene Juego De Mesa Maldón Dados Familiar Reiner Knizia;MLA928699248;ARS;3330;5;140;178146766;ADVENTURAMA;5;Clásica; ;Nuevo;12;No;272;Platinum;GBA;Si;No
El Camarero Juego De Mesa Maldón Abracadabra;MLA849521444;ARS;3330;5;110;59118422;ABRACADABRA_JUGUETES;6;Clásica; ;Nuevo;12;No;721;2;Capital Federal;No;No
Derby Juego De Mesa Estrategia Cartas Niños Adultos Maldón;MLA1117952137;ARS;3330;0;0;187104263;GIRODIDACTICO.CABALLITOPALERMO;15;Premium; ;Nuevo;6;No;97;Platinum;Capital Federal;Si;Si
Juego De Mesa El Tiburón De Maldón Infantil;MLA1100695505;ARS;2640;0;0;42977173;RAIMUNDOJUGUETES;1;Clásica; ;Nuevo;12;No;218;Platinum;GBA;Si;No
Juego De Mesa El Futbolero Original Maldon 9009;MLA721519279;ARS;4799;5;40;164600480;CITYKIDS OFICIAL;5;Clásica;Citykids;Nuevo;12;Si;1441;Platinum;Capital Federal;Si;No
Combo Juegos De Mesa Kontour + Lucky Numbers - Maldon ;MLA1113097127;ARS;6745;0;0;923694;.MAGIC4EVER;1998;Clásica; ;Nuevo;12;Si;138;Platinum;Capital Federal;Si;No
Combo Juegos De Mesa Kontour + Shiki - Maldon ;MLA1112811167;ARS;4379;0;0;923694;.MAGIC4EVER;1998;Clásica; ;Nuevo;12;Si;140;Platinum;Capital Federal;Si;No
El Ilustrado + El Cinefilo Juego De Mesa Maldon Scarlet Kids;MLA817404084;ARS;10249;4;40;77770951;SCARLET KIDS;2;Clásica; ;Nuevo;12;Si;919;Platinum;Capital Federal;Si;No
Juego De Mesa Shiki Maldón;MLA930101945;ARS;1099;1;0;147924600;LIBRERIAURSULA;999;Clásica; ;Nuevo;12;No;261;Platinum;Capital Federal;No;No
Tutti Frutti + Atenea Juego De Mesa Original Ruibal Maldon;MLA926748667;ARS;7299;0;0;77770951;SCARLET KIDS;1;Clásica; ;Nuevo;12;Si;287;Platinum;Capital Federal;Si;No
El Macanudo - Juego De Mesa Nuevo Original Magic4ever;MLA728632001;ARS;5360;3;10;923694;.MAGIC4EVER;1;Clásica; ;Nuevo;12;Si;1405;Platinum;Capital Federal;Si;No
Juego De Mesa El Macanudo Maldon 9010m;MLA935824396;ARS;5399;0;0;164600480;CITYKIDS OFICIAL;3;Clásica;Citykids;Nuevo;12;Si;224;Platinum;Capital Federal;Si;No
Juego De Mesa Flamencos Mi Primer Maldon - Magic4ever ;MLA1119243039;ARS;3330;0;0;923694;.MAGIC4EVER;8;Clásica; ;Nuevo;12;No;84;Platinum;Capital Federal;Si;No
Just One Juego De Mesa Maldon Scarletkids ;MLA1115676688;ARS;7099;0;0;77770951;SCARLET KIDS;4;Clásica; ;Nuevo;12;Si;116;Platinum;Capital Federal;Si;No
El Melomano Juego De Mesa ¿ Cuanto Sabes De Musica? - Maldon;MLA837407283;ARS;5595;5;60;54459737;TOY PIOLA;4;Premium; ;Nuevo;6;Si;793;Platinum;Interior;No;No
El Cinefilo Maldon Juego De Mesa Ideal Para Amantes Del Cine;MLA922183509;ARS;4302;5;120;162289595;BICHOCANASTOLIBRERIA;2;Clásica; ;Nuevo;12;Si;317;Platinum;Capital Federal;Si;No
Illusion Juego De Mesa Cartas Maldón Original;MLA1104018167;ARS;3067;0;0;665827462;LOQUEPINTE.COM;5;Clásica; ;Nuevo;12;No;199;5;Interior;No;No
El Pasajero Juego De Mesa Original Maldon;MLA818051205;ARS;2200;0;0;73440747;ALEJALV;1;Clásica; ;Nuevo;12;No;916;5;Interior;No;No
El Cinefilo Juego De Mesa Para Los Amantes Del Cine Maldon;MLA644566407;ARS;6200;3;0;73440747;ALEJALV;1;Clásica; ;Nuevo;12;Si;1955;5;Interior;No;No
Maldon Juego De Mesa El Ilustrado;MLA1107244439;ARS;5892;0;0;11816655;JUGUETESDANILANDIA;1;Clásica; ;Nuevo;12;Si;181;Platinum;Capital Federal;Si;No
Juego De Mesa El Macanudo De Maldon Envio Gratis;MLA815763867;ARS;6800;1;0;73440747;ALEJALV;1;Clásica; ;Nuevo;12;Si;930;5;Interior;No;No
El Erudito Maldon. Juego De Preguntas!!;MLA788256567;ARS;6800;2;10;73440747;ALEJALV;1;Clásica; ;Nuevo;12;Si;1048;5;Interior;No;No
El Camarero Maldon. Un Juego De Memoria.;MLA788257172;ARS;4600;3;10;73440747;ALEJALV;1;Clásica; ;Nuevo;12;Si;1048;5;Interior;No;No
Juego De Mesa El Ilustrado Maldon Envio Gratis;MLA814271058;ARS;6800;4;20;73440747;ALEJALV;1;Clásica; ;Nuevo;12;Si;938;5;Interior;No;No
Carrera De Mente Cartas + Atenea Juego De Mesa Ruibal Maldon;MLA926749214;ARS;6849;0;0;77770951;SCARLET KIDS;1;Clásica; ;Nuevo;12;Si;287;Platinum;Capital Federal;Si;No
El Benjamín Juego De Mesa Maldón Original;MLA900848386;ARS;2295;0;0;665827462;LOQUEPINTE.COM;1;Clásica; ;Nuevo;12;No;480;5;Interior;No;No
Aventureros Al Tren America - El Perro Verde Juegos De Mesa;MLA1122536142;ARS;10750;0;0;79963725;ELPERROVERDEJUEGOS;3;Clásica; ;Nuevo;12;Si;58;Platinum;Capital Federal;No;No
Illusion Maldón Juego De Mesa Naipes Cartas Familiar Orig;MLA866734347;ARS;3330;4;20;54459737;TOY PIOLA;2;Clásica; ;Nuevo;12;No;639;Platinum;Interior;No;No
Illusion Cuanto Color Sos Capaz De Ver - Maldon;MLA925834933;ARS;3175;0;0;84024230;QUEEN-REGALOS;1;Clásica; ;Nuevo;12;No;294;Platinum;Capital Federal;Si;No
Pipe Splice Penguin- Conectando Tuberias- Jin Bang;MLA919203719;ARS;4699;0;0;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;Si;337;Gold;Capital Federal;Si;No
Juego La Macarena Juego De Mesa Familiar Maldon Baloo Toys;MLA806650217;ARS;2780;5;20;213833381;BALOOTOYS.COM.AR;4;Clásica; ;Nuevo;12;No;973;Platinum;Capital Federal;Si;No
El Ilustrado Juego De Mesa Cultura General Dibujo Maldon;MLA920593283;ARS;5360;2;30;493773516;GOODLIFESTORE SRL;1;Clásica; ;Nuevo;12;Si;328;Gold;Capital Federal;Si;No
El Benjamin Maldon Juego De Mesa 3 En 1 Original;MLA922180313;ARS;2400;5;90;162289595;BICHOCANASTOLIBRERIA;4;Clásica; ;Nuevo;12;No;317;Platinum;Capital Federal;Si;No
Juego De Mesa El Macanudo Maldon Microcentro Lelab;MLA618139067;ARS;5399;25;90;45691061;STORELELABSKYLIGHT;6;Clásica; ;Nuevo;12;Si;2170;Platinum;Capital Federal;Si;No
Juego De Mesa Shiki Cartas Con Dados Maldon;MLA1100691648;ARS;1060;0;0;42977173;RAIMUNDOJUGUETES;5;Clásica; ;Nuevo;12;No;218;Platinum;GBA;Si;No
Juego De Mesa El Futbolero. Impecable  Sin Uso!;MLA842872933;ARS;2100;0;0;166858246;LOS TANOS2016;1;Clásica; ;Nuevo;12;No;758;0;Capital Federal;No;No
Juego De Mesa El Macanudo Original Maldon Mundo Manias;MLA858219193;ARS;5360;5;40;148114094;MUNDO MANIAS;6;Clásica; ;Nuevo;12;Si;680;Platinum;Capital Federal;Si;No
Atenea Maldon Juego De Mesa Cultura General;MLA922200052;ARS;4356;5;80;162289595;BICHOCANASTOLIBRERIA;3;Clásica; ;Nuevo;12;Si;317;Platinum;Capital Federal;Si;No
Juego De Mesa El Macanudo De Maldón - Art.11 E.full;MLA904863806;ARS;5360;3;30;75058432;INFANCENTER;3;Clásica; ;Nuevo;12;Si;442;Platinum;GBA;Si;Si
El Melomano Juego De Mesa Maldon;MLA1105882468;ARS;4790;0;0;169669697;MALABARES PRIMERAJUNTA;2;Clásica; ;Nuevo;12;Si;189;Gold;Capital Federal;Si;No
Shiki Juego De Cartas Y Dados Para Los Mas Chicos;MLA920716478;ARS;1228;4;10;84024230;QUEEN-REGALOS;1;Clásica; ;Nuevo;12;No;327;Platinum;Capital Federal;Si;No
Maldon Juego De Mesa El Tiburon;MLA1110245406;ARS;2919;0;0;171688800;COLLAGEKIDSAR;5;Clásica; ;Nuevo;12;No;159;Platinum;Interior;Si;No
Juego De Mesa Para Niños El Benjamin Cartas Infantil Maldon;MLA1120461859;ARS;2640;0;0;137081041;ELMUNDODELJUG;5;Clásica;El Mundo del Juguete;Nuevo;12;No;72;Platinum;Capital Federal;Si;No
El Macanudo Juego De Mesa De Maldon Ilustrado Por Liniers;MLA932757432;ARS;5221;0;0;213735207;RODABONITO.COM.AR;6;Clásica; ;Nuevo;12;Si;245;Platinum;Capital Federal;Si;No
Juego De Mesa El Futbolero Maldón;MLA670804364;ARS;4835;4;10;128411524;KINDERLAND OFICIAL;12;Clásica;Kinderland;Nuevo;12;Si;1756;Platinum;GBA;No;No
El Ilustrado - Juego De Mesa ;MLA861353428;ARS;5390;2;10;167285360;HABIAUNAVEZ_TIENDADELIBROS;2;Clásica; ;Nuevo;12;Si;665;5;Interior;No;No
La Macarena Juego De Mesa Juego De Cartas Maldon Edu;MLA899587832;ARS;3390;5;40;170287361;EDUCANDOJUGUETERIA;5;Clásica;Educando;Nuevo;12;No;491;Platinum;Capital Federal;Si;No
El Ilustrado Juego De Mesa Maldon;MLA1105836750;ARS;5400;0;0;169669697;MALABARES PRIMERAJUNTA;2;Clásica; ;Nuevo;12;Si;189;Gold;Capital Federal;Si;No
Juego De Mesa El Futbolero Maldon;MLA1100187853;ARS;4730;0;0;131597510;KIDS POINT;1;Clásica; ;Nuevo;12;Si;222;Platinum;Capital Federal;Si;No
Yogi - Maldon;MLA928864537;ARS;3550;0;0;58506279;ORIONOESTE;2;Clásica; ;Nuevo;12;No;271;5;GBA;No;No
El Switcher - Maldon Cuota;MLA916754833;ARS;3550;4;40;58506279;ORIONOESTE;3;Premium; ;Nuevo;6;No;354;5;GBA;No;No
Juego El Memorioso De Maldón Mesa Cultura General + 15años;MLA929129195;ARS;5770;0;0;26447966;LOADINGHOBBIES;1;Premium; ;Nuevo;6;Si;268;Gold;Capital Federal;Si;No
El Macanudo - Maldón;MLA876473835;ARS;5360;0;0;58506279;ORIONOESTE;3;Clásica; ;Nuevo;12;Si;581;5;GBA;No;No
El Benjamín - Maldon;MLA876475735;ARS;2640;0;0;58506279;ORIONOESTE;3;Clásica; ;Nuevo;12;No;581;5;GBA;No;No
Illusion - Maldon Cuotas;MLA879794064;ARS;3330;1;0;58506279;ORIONOESTE;4;Premium; ;Nuevo;6;No;563;5;GBA;No;No
El Benjamín - Maldon Cuotas;MLA879792803;ARS;2640;3;10;58506279;ORIONOESTE;3;Premium; ;Nuevo;6;No;563;5;GBA;No;No
El Futbolero - Maldón Cuotas;MLA879793829;ARS;5238;0;0;58506279;ORIONOESTE;4;Premium; ;Nuevo;6;Si;563;5;GBA;No;No
Illusion - Maldon;MLA876474838;ARS;3330;0;0;58506279;ORIONOESTE;4;Clásica; ;Nuevo;12;No;581;5;GBA;No;No
El Macanudo - Maldón Cuotas;MLA879792819;ARS;5868;0;0;58506279;ORIONOESTE;3;Premium; ;Nuevo;6;Si;563;5;GBA;No;No
Maldon El Erudito Cultura Original Juego De Mesa ;MLA1123476193;ARS;5360;0;0;59179157;ACCESIBBLE;2;Clásica; ;Nuevo;12;Si;51;Platinum;Capital Federal;Si;No
Quarto - Maldón;MLA916313905;ARS;9990;0;0;208811357;GIRODIDACTICO LAPLATA;1;Clásica; ;Nuevo;12;Si;356;5;Interior;No;No
Juego El Memorioso De Maldón Mesa Cultura General + 15años;MLA929127746;ARS;4730;0;0;26447966;LOADINGHOBBIES;2;Clásica; ;Nuevo;12;Si;268;Gold;Capital Federal;Si;No
El Erudito Juego De Mesa Maldon;MLA1105889318;ARS;5400;1;20;169669697;MALABARES PRIMERAJUNTA;2;Clásica; ;Nuevo;12;Si;189;Gold;Capital Federal;Si;No
Juego De Mesa El Futbolero De Maldon Jugueteria Bloque;MLA880478050;ARS;5890;0;0;166536480;JUGUETERIA BLOQUE;1;Clásica; ;Nuevo;12;Si;559;5;Capital Federal;Si;No
Juego De Mesa El Cinéfilo De Maldon Jugueteria Bloque;MLA880476351;ARS;5100;0;0;166536480;JUGUETERIA BLOQUE;1;Clásica; ;Nuevo;12;Si;559;5;Capital Federal;Si;No
Juego De Mesa El Erudito De Maldón - Jugueteria Bloque;MLA1113584189;ARS;6670;0;0;166536480;JUGUETERIA BLOQUE;1;Clásica; ;Nuevo;12;Si;133;5;Capital Federal;Si;No
El Ilustrado - Maldón ;MLA817270003;ARS;5360;1;0;156413223;CROSSOVER COMICS;1;Clásica;Crossover Comics Store;Nuevo;12;Si;920;Platinum;Interior;No;No
Maldon Juego De Mesa Va Y Viene;MLA1110239513;ARS;3659;0;0;171688800;COLLAGEKIDSAR;3;Clásica; ;Nuevo;12;No;159;Platinum;Interior;Si;No
Juego De Mesa Va Y Viene Party Game De Dados Maldon Sryj;MLA932740385;ARS;2880;1;10;658784478;SURRODADOS;1;Clásica; ;Nuevo;12;No;245;Gold;GBA;No;No
Juego Aventureros Al Tren Maldon Original Pido Gancho;MLA1122837545;ARS;12990;0;0;212452880;JUGUETERIAPIDOGANCHO;5;Clásica; ;Nuevo;12;Si;56;Gold;Interior;No;No
Juego De Mesa Macarena Maldon Original;MLA864066484;ARS;3330;1;0;212452880;JUGUETERIAPIDOGANCHO;7;Clásica; ;Nuevo;12;No;652;Gold;Interior;No;No
El Ilustrado - Juego De Mesa - Magicdealers;MLA913498770;ARS;5399;1;10;76997694;MAGIC-DEALERS-TCG;1;Clásica; ;Nuevo;12;Si;377;Gold;Capital Federal;No;No
El Ilustrado Juego Mesa Maldón Cultura General Dibujos Logos;MLA786209954;ARS;5360;50;310;178146766;ADVENTURAMA;7;Clásica; ;Nuevo;12;Si;1059;Platinum;GBA;Si;No
Juego De Mesa De Estrategia Derby De Maldón;MLA1116725372;ARS;3319;0;0;150677405;GYD BILLARD;3;Clásica; ;Nuevo;12;No;106;Líder;Capital Federal;Si;No
Juego De Mesa El Fútbolero De Maldon Sryj;MLA932738900;ARS;3990;0;0;658784478;SURRODADOS;1;Clásica; ;Nuevo;12;No;245;Gold;GBA;No;No
Juego De Mesa Katamino Maldón;MLA1102359781;ARS;19990;3;280;403650640;JUGUETERIA 2019;1;Clásica; ;Nuevo;12;Si;210;5;Interior;No;No
Quarto - Maldoncuota;MLA931636074;ARS;9950;0;0;58506279;ORIONOESTE;1;Clásica; ;Nuevo;12;Si;251;5;GBA;No;No
Robots (maldón) - El Perro Verde Juegos De Mesa;MLA1121334562;ARS;3330;0;0;79963725;ELPERROVERDEJUEGOS;2;Clásica; ;Nuevo;12;No;66;Platinum;Capital Federal;No;No
Maldon - El Tiburon - Juego De Mesa Para Los Más Chicos;MLA902565719;ARS;2599;1;0;186824660;GIRODIDÁCTICOADROGUE-LOMAS;2;Clásica; ;Nuevo;12;No;463;Líder;GBA;No;No
Juego De Mesa Maldon El Melómano Premium ;MLA1109416268;ARS;4730;0;0;3736983;ROCKFUN BELGRANO;1;Clásica; ;Nuevo;12;Si;166;Líder;Capital Federal;Si;No
Robots- Juego De Mesa Maldon;MLA897428290;ARS;3330;1;0;362437939;LOSJUEGOSDEULTHAR;1;Clásica; ;Nuevo;12;No;506;Líder;Capital Federal;Si;No
El Switcher - Juego De Mesa Maldon;MLA756047309;ARS;3550;5;20;362437939;LOSJUEGOSDEULTHAR;1;Clásica; ;Nuevo;12;No;1253;Líder;Capital Federal;Si;No
Juego De Mesa El Erudito Maldón Premium;MLA1112840088;ARS;5360;0;0;3736983;ROCKFUN BELGRANO;1;Clásica; ;Nuevo;12;Si;140;Líder;Capital Federal;Si;No
El Melomano - Maldon;MLA663131389;ARS;4699;1;0;186824660;GIRODIDÁCTICOADROGUE-LOMAS;2;Clásica; ;Nuevo;12;Si;1812;Líder;GBA;No;No
Memorioso Juego De Memoria Cultura General Original Maldon;MLA608754905;ARS;4115;5;30;55986122;TOYSMARKET.COM.AR;4;Clásica; ;Nuevo;12;Si;2227;Platinum;Capital Federal;Si;No
Combo Juegos Maldón El Erudito + Un Juego A Elección;MLA875659317;ARS;10490;2;30;92063843;DELFIN JUGUETES;6;Clásica; ;Nuevo;12;Si;585;Gold;Capital Federal;Si;No
El Erudito Juego Mesa Preguntas Y Respuestas Ingenio Maldón;MLA690086398;ARS;8990;4;20;92063843;DELFIN JUGUETES;5;Premium; ;Nuevo;6;Si;1618;Gold;Capital Federal;Si;No
Maldon El Futbolero Juego De Mesa;MLA795946208;ARS;4730;0;0;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;Si;1012;Gold;Capital Federal;Si;No
Juego De Mesa Infantiles Niños -el Macanudo;MLA901536956;ARS;5790;0;0;168087245;IKITOI;2;Clásica; ;Nuevo;12;Si;474;Líder;Capital Federal;Si;No
Combo Juegos Naipes Maldón Illusion Pescadores Macarena Mind;MLA875850661;ARS;8490;1;10;92063843;DELFIN JUGUETES;6;Clásica; ;Nuevo;12;Si;584;Gold;Capital Federal;Si;No
El Futbolero Juego De Mesa De Maldon Preguntas Y Respuestas;MLA1110011200;ARS;5770;0;0;26447966;LOADINGHOBBIES;1;Premium; ;Nuevo;6;Si;161;Gold;Capital Federal;Si;No
El Erudito Juego De Mesa Familiar Ingenio Maldon Ilustrado;MLA920555022;ARS;5360;1;10;493773516;GOODLIFESTORE SRL;1;Clásica; ;Nuevo;12;Si;328;Gold;Capital Federal;Si;No
Yogi - Juego De Mesa - Yoga Maldon Familiar Movimiento;MLA1107748634;ARS;3490;0;0;403650640;JUGUETERIA 2019;1;Clásica; ;Nuevo;12;No;177;5;Interior;No;No
Juego De Mesa Kontour Maldón Gigamic Party Game;MLA1115623074;ARS;4990;0;0;92063843;DELFIN JUGUETES;2;Clásica; ;Nuevo;12;Si;117;Gold;Capital Federal;Si;No
Va Y Viene - Juego De Mesa Maldon;MLA1102936919;ARS;3330;1;10;362437939;LOSJUEGOSDEULTHAR;1;Clásica; ;Nuevo;12;No;207;Líder;Capital Federal;Si;No
Panic Lab Juego De Mesa - Maldon;MLA902567760;ARS;3090;0;0;186824660;GIRODIDÁCTICOADROGUE-LOMAS;2;Clásica; ;Nuevo;12;No;463;Líder;GBA;No;No
Juego De Cartas Para Niños El Pasajero Interactivo Maldon;MLA1120425378;ARS;1060;0;0;137081041;ELMUNDODELJUG;4;Clásica;El Mundo del Juguete;Nuevo;12;No;72;Platinum;Capital Federal;Si;No
Juego De Mesa El Cinéfilo Maldón Cine Premium;MLA1112784590;ARS;4730;0;0;3736983;ROCKFUN BELGRANO;1;Clásica; ;Nuevo;12;Si;140;Líder;Capital Federal;Si;No
Panic Lab- Maldon Juego De Mesa;MLA1106899079;ARS;3550;0;0;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;No;183;Gold;Capital Federal;Si;No
Juego De Mesa Shiki De Maldon Niños +4 Años Familiar Premium;MLA1109719163;ARS;1060;3;10;26447966;LOADINGHOBBIES;1;Clásica; ;Nuevo;12;No;163;Gold;Capital Federal;Si;No
Juego De Mesa Infantiles Niños - El Camarero;MLA885894979;ARS;3700;0;0;168087245;IKITOI;5;Clásica; ;Nuevo;12;No;525;Líder;Capital Federal;Si;No
El Erudito Apostá A Tu Conocimiento E Ingenio De Maldón;MLA664234975;ARS;5360;5;20;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;Si;1803;Gold;Capital Federal;Si;No
Juego De Mesa El Ilustrado Maldon Premium Cultura General;MLA920630642;ARS;5360;0;0;26447966;LOADINGHOBBIES;1;Clásica; ;Nuevo;12;Si;328;Gold;Capital Federal;Si;No
Atenea Juego De Mesa Original  Maldón;MLA907625867;ARS;4730;4;40;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;Si;422;Gold;Capital Federal;Si;No
¡aventureros Al Tren ! - Maldon  ;MLA930794552;ARS;11000;3;120;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;Si;256;Gold;Capital Federal;Si;No
Valdes  Maldon Juego De Mesa;MLA1118562156;ARS;1060;0;0;136424132;JUGUETILANDIA123;1;Clásica; ;Nuevo;12;No;91;Gold;Capital Federal;Si;No
Juego De Cartas Quixx Maldon;MLA1109054340;ARS;3490;0;0;403650640;JUGUETERIA 2019;10;Clásica; ;Nuevo;12;No;168;5;Interior;No;No
Juego De Mesa Aventureros Al Tren Europa Maldón Muy Lejano;MLA1122261957;ARS;10750;0;0;184489663;MUYLEJANO;2;Clásica; ;Nuevo;12;Si;61;Líder;Capital Federal;Si;No
